Product_ID,Sale_Date_New,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Month,Year,Profit_Per_Unit,Total_Cost,Profit
1100,,Bob,West,2198.74,43,Food,1100.81,1137.44,Returning,0.08,Bank Transfer,Online,West-Bob,,,36.63000000000011,47334.829999999994,-45136.09
1024,2023-11-11,Eve,West,6607.8,21,Food,622.01,641.09,Returning,0.0,Bank Transfer,Retail,West-Eve,11.0,2023.0,19.08000000000004,13062.21,-6454.409999999999
1003,,Alice,South,4775.59,30,Furniture,4190.28,4270.65,New,0.2,Cash,Online,South-Alice,,,80.36999999999989,125708.4,-120932.81
1022,,Charlie,South,8813.55,21,Food,2537.2,2869.6,New,0.29,Bank Transfer,Retail,South-Charlie,,,332.4000000000001,53281.2,-44467.649999999994
1053,,Bob,North,2235.83,48,Furniture,121.19,487.65,New,0.18,Cash,Retail,North-Bob,,,366.46,5817.12,-3581.29
1002,,David,North,6810.35,17,Furniture,4024.76,4420.15,Returning,0.04,Cash,Online,North-David,,,395.3899999999994,68420.92,-61610.57
1088,2023-04-10,Bob,East,6116.75,40,Electronics,4904.93,5034.35,New,0.1,Credit Card,Retail,East-Bob,4.0,2023.0,129.42000000000007,196197.2,-190080.45
1030,,David,West,3023.48,19,Clothing,3049.33,3209.22,Returning,0.26,Cash,Online,West-David,,,159.88999999999987,57937.27,-54913.78999999999
1038,2023-11-03,Bob,South,1452.35,15,Clothing,2543.36,2790.1,Returning,0.07,Cash,Online,South-Bob,11.0,2023.0,246.73999999999978,38150.4,-36698.05
1002,,Eve,North,6551.23,9,Electronics,4398.16,4439.12,New,0.18,Bank Transfer,Online,North-Eve,,,40.960000000000036,39583.44,-33032.21000000001
1064,2023-04-01,Eve,East,7412.11,10,Electronics,4764.96,5074.42,New,0.12,Cash,Online,East-Eve,4.0,2023.0,309.46000000000004,47649.6,-40237.49
1060,,Eve,East,3224.71,44,Clothing,3784.96,4276.99,New,0.06,Bank Transfer,Retail,East-Eve,,,492.02999999999975,166538.24,-163313.53
1021,,Alice,South,6483.84,31,Furniture,2254.99,2441.79,Returning,0.24,Bank Transfer,Online,South-Alice,,,186.80000000000018,69904.68999999999,-63420.84999999999
1033,,David,South,4011.8,23,Furniture,2981.5,3360.4,Returning,0.22,Bank Transfer,Retail,South-David,,,378.9000000000001,68574.5,-64562.7
1076,,Eve,East,7160.75,30,Clothing,3519.63,3774.65,New,0.2,Credit Card,Retail,East-Eve,,,255.01999999999998,105588.90000000001,-98428.15000000001
1058,2023-05-04,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,5.0,2023.0,72.63,33384.45,-31312.219999999998
1022,2023-01-06,David,East,8913.13,9,Electronics,2263.65,2558.95,New,0.03,Cash,Online,East-David,1.0,2023.0,295.2999999999997,20372.850000000002,-11459.720000000003
1089,2023-07-11,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,7.0,2023.0,156.9400000000005,195408.13999999998,-192462.78
1049,,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,,,26.860000000000127,3290.89,450.19000000000005
1091,2023-04-09,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,4.0,2023.0,321.1199999999999,91760.24,-91085.13
1059,,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,,,430.8800000000001,116677.4,-115473.43
1042,,Alice,North,5207.03,11,Food,635.2,814.14,Returning,0.02,Cash,Online,North-Alice,,,178.93999999999994,6987.200000000001,-1780.170000000001
1092,2023-09-02,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,9.0,2023.0,201.24,69271.94,-66522.77
1060,,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,,,446.60000000000036,63615.84,-55244.59
1080,2023-05-02,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,5.0,2023.0,408.6700000000001,10273.68,-10028.220000000001
1015,2023-11-08,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,11.0,2023.0,360.3299999999999,31056.32,-27203.29
1062,2023-06-01,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,6.0,2023.0,131.90999999999985,71348.25,-67908.53
1062,,Alice,East,291.34,12,Furniture,1088.99,1545.0,Returning,0.04,Bank Transfer,Retail,East-Alice,,,456.01,13067.880000000001,-12776.54
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,8.0,2023.0,85.66000000000008,44271.15,-42939.9
1062,,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,,,317.1199999999999,218232.00000000003,-214036.94000000003
1051,2023-04-01,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,4.0,2023.0,24.110000000000127,51615.34,-46635.979999999996
1055,2023-01-12,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,1.0,2023.0,325.4200000000001,28104.0,-24001.53
1064,,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,,,145.80000000000018,34175.92,-28819.64
1003,,Charlie,South,5991.8,27,Furniture,623.32,853.66,Returning,0.04,Cash,Online,South-Charlie,,,230.33999999999992,16829.640000000003,-10837.840000000004
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,4.0,2023.0,179.17999999999984,42533.76,-42335.51
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.91,Returning,0.2,Credit Card,Online,West-Eve,3.0,2023.0,94.64999999999964,2543.26,2151.2799999999997
1021,,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,,,314.7699999999995,178634.9,-168996.26
1073,2023-01-12,David,West,5238.42,40,Furniture,2565.3,3007.47,Returning,0.17,Credit Card,Retail,West-David,1.0,2023.0,442.1699999999996,102612.0,-97373.58
1039,,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,,,479.9499999999998,131047.98,-124240.31
1018,,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,,,104.25,26563.02,-23375.57
1004,,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,,,361.5100000000002,94258.70999999999,-86496.2
1089,,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,,,335.52999999999975,165612.35,-157860.43
1060,,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,,,178.25999999999976,98003.40000000001,-92742.57
1014,,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,,,19.360000000000127,54139.05,-44376.51
1009,,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,,,348.0,75203.7,-73860.75
1090,,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,,,473.2900000000004,85727.68,-85459.9
1053,2023-02-10,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,2.0,2023.0,319.7399999999998,108497.70000000001,-100773.13
1002,,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,,,223.28999999999996,86906.61,-78815.77
1084,,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,,,267.3299999999999,73457.58,-72167.53
1092,,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,,,107.81999999999971,184966.4,-182237.13
1060,,Eve,East,273.77,23,Clothing,4110.6,4488.37,New,0.12,Credit Card,Online,East-Eve,,,377.7699999999995,94543.8,-94270.03
1071,,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,,,375.75,16987.38,-13983.62
1044,,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,,,81.30000000000018,74216.12,-66462.01999999999
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,1.0,2023.0,440.21000000000004,176138.74,-170910.93
1047,,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,,,141.9000000000001,115250.56,-111704.41
1035,,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,,,491.3100000000004,185975.55,-182195.33
1078,,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,,,197.6199999999999,27676.88,-27563.48
1081,2023-07-02,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,7.0,2023.0,97.15999999999985,114065.28,-110997.25
1036,,David,North,6499.94,49,Clothing,1247.1,1429.44,New,0.16,Cash,Online,North-David,,,182.34000000000015,61107.899999999994,-54607.95999999999
1050,,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,,,225.69000000000005,75554.15000000001,-65809.63
1004,,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,,,43.960000000000036,53243.63,-44757.729999999996
1002,,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,,,293.3299999999999,79342.56,-79008.97
1006,,Bob,North,8995.75,49,Food,2843.76,3146.6,New,0.08,Cash,Retail,North-Bob,,,302.8399999999997,139344.24000000002,-130348.49000000002
1054,2023-10-06,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,10.0,2023.0,372.0799999999999,98030.94,-90177.28
1004,,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,,,24.289999999999964,5906.46,1919.2600000000002
1054,2023-10-01,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,10.0,2023.0,275.21000000000004,106164.40000000001,-101530.24
1093,,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,,,35.92000000000007,72363.21,-68322.96
1063,,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,,,353.55999999999995,139529.91,-136431.04
1018,,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,,,37.31000000000006,28171.92,-27421.539999999997
1090,,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,,,456.75,40510.66,-38151.130000000005
1044,,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,,,354.02,14333.699999999999,-11792.32
1034,2023-10-05,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,10.0,2023.0,258.6199999999999,36521.99,-31629.629999999997
1074,,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,,,226.34000000000015,99202.8,-91703.1
1062,,Charlie,North,4790.72,28,Clothing,2094.88,2168.91,Returning,0.08,Cash,Retail,North-Charlie,,,74.02999999999975,58656.64,-53865.92
1100,,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,,,152.58999999999992,2073.52,-1400.8600000000001
1014,2023-11-04,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,11.0,2023.0,435.78999999999996,79465.98,-69883.86
1095,,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,,,453.18000000000006,15087.49,-5654.52
1048,,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,,,10.370000000000346,11600.56,-3727.1799999999994
1015,,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,,,301.1300000000001,94062.98000000001,-84148.83000000002
1072,2023-07-02,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,7.0,2023.0,362.46000000000004,94644.42,-89154.04
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,4.0,2023.0,313.1899999999998,89863.55,-80232.14
1087,2023-05-04,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,5.0,2023.0,50.01999999999998,20683.0,-19834.51
1062,2023-01-11,Bob,East,3720.24,36,Food,1050.64,1167.33,New,0.22,Cash,Online,East-Bob,1.0,2023.0,116.68999999999983,37823.04,-34102.8
1040,2023-10-03,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,10.0,2023.0,132.67000000000007,35752.34,-33421.07
1085,,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,,,417.54999999999995,34397.76,-32359.010000000002
1080,,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,,,236.9699999999998,46625.39,-45131.44
1082,,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,,,248.54999999999995,49053.22,-42791.32
1053,,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,,,468.10000000000036,153078.12,-145243.03
1024,,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,,,322.16999999999985,92758.54,-86933.39
1026,2023-04-02,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,4.0,2023.0,450.3499999999999,24044.12,-22489.19
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,1.0,2023.0,233.6899999999996,142485.35,-134355.22
1060,,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,,,83.22000000000003,80364.3,-73968.35
1041,,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,,,465.66999999999996,24074.4,-20131.56
1029,2023-01-03,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,1.0,2023.0,234.76999999999998,80458.84000000001,-73684.95000000001
1015,,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,,,99.0,2928.74,-255.67999999999984
1045,,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,,,158.17000000000007,150685.08,-147167.68
1065,,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,,,34.8900000000001,22303.62,-13120.509999999998
1089,,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,,,239.4699999999998,107840.16,-104864.17
1071,,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,,,428.03,57908.8,-53155.920000000006
1009,,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,,,467.44999999999993,14873.76,-5961.360000000001
1088,,Eve,North,7106.44,12,Clothing,4389.24,4856.22,Returning,0.15,Cash,Retail,North-Eve,,,466.9800000000005,52670.88,-45564.439999999995
1001,2023-12-11,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,12.0,2023.0,71.36000000000013,29263.28,-28547.469999999998
1008,,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,,,197.21000000000004,37013.76,-35455.46
1088,,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,,,23.829999999999927,48270.4,-48092.770000000004
1063,2023-01-08,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,1.0,2023.0,429.03,4185.04,2161.09
1011,,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,,,185.78999999999996,169353.46,-164821.49
1081,2023-05-01,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,5.0,2023.0,319.25,27226.76,-25797.44
1008,2023-05-12,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,5.0,2023.0,360.3,1862.7299999999998,7720.82
1035,,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,,,220.6199999999999,22814.46,-17470.829999999998
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,3.0,2023.0,160.15999999999985,138014.56,-135519.82
1033,2023-12-05,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,12.0,2023.0,481.48,46654.08,-41598.100000000006
1005,,Alice,East,6828.24,12,Electronics,319.83,802.43,New,0.04,Credit Card,Retail,East-Alice,,,482.59999999999997,3837.96,2990.2799999999997
1041,,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,,,151.81999999999994,49740.12,-48885.350000000006
1028,2023-11-02,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,11.0,2023.0,245.01999999999998,60504.72,-57685.15
1007,,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,,,486.69000000000005,15708.98,-7620.0199999999995
1073,,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,,,12.390000000000327,196627.5,-191976.82
1072,,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,,,212.20999999999998,12029.75,-6518.64
1012,,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,,,59.2199999999998,83726.70000000001,-79341.82
1034,,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,,,259.4899999999998,10417.53,-9882.92
1033,,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,,,22.089999999999918,32296.08,-30555.160000000003
1048,,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,,,209.3800000000001,131879.58,-127368.71999999999
1023,,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,,,118.14000000000033,37399.14,-35228.2
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,5.0,2023.0,271.32000000000005,25796.42,-25201.629999999997
1088,,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,,,498.03999999999996,91804.79999999999,-83352.66999999998
1037,,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,,,402.25999999999976,111604.40000000001,-101790.59000000001
1099,2023-04-03,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,4.0,2023.0,424.3599999999999,15312.0,-7359.89
1044,,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,,,321.2800000000002,41472.25,-32919.78
1086,2023-02-06,Bob,East,2495.57,3,Electronics,1595.35,1625.71,New,0.27,Cash,Online,East-Bob,2.0,2023.0,30.360000000000127,4786.049999999999,-2290.479999999999
1091,,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,,,111.32999999999993,87343.20000000001,-77732.99000000002
1035,,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,,,463.2800000000002,19958.45,-17908.89
1065,2023-05-11,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,5.0,2023.0,189.39999999999964,12519.119999999999,-2999.959999999999
1099,,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,,,60.779999999999745,133097.85,-123149.14000000001
1047,,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,,,354.17999999999984,63469.76,-56323.700000000004
1078,2023-08-02,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,8.0,2023.0,156.73000000000002,148315.65,-138502.33
1003,,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,,,141.74,25937.100000000002,-20198.660000000003
1001,,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,,,499.0100000000002,96101.25,-93431.79
1005,2023-08-03,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,8.0,2023.0,430.49,3039.48,1386.7800000000002
1090,,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,,,209.88999999999987,153212.08000000002,-147235.83000000002
1014,2023-11-02,David,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,11.0,2023.0,490.3299999999999,99329.12,-98505.61
1027,,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,,,328.56,3876.8600000000006,2384.3399999999992
1009,,Eve,North,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve,,,373.59,16892.27,-7078.610000000001
1079,2023-06-06,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,6.0,2023.0,25.440000000000055,66910.64,-64928.57
1015,,Charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,,,69.59000000000015,67572.62,-59625.92999999999
1090,,Bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,,,320.21000000000004,72782.11,-63693.91
1042,2023-06-06,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,6.0,2023.0,450.52,62301.2,-52858.549999999996
1077,2023-07-02,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,7.0,2023.0,315.6300000000001,29129.52,-19524.18
1051,2023-07-04,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,7.0,2023.0,75.67000000000007,76484.89,-71222.44
1063,,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,,,66.72000000000003,4538.68,5236.67
1096,2023-11-09,Eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,11.0,2023.0,423.65,13997.11,-6399.740000000001
1052,,Charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,,,78.26000000000022,144112.8,-142412.25
1096,,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,,,264.90999999999985,117562.08,-112740.77
1004,,Alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,,,28.189999999999998,182.99,7028.49
1094,2023-10-01,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,10.0,2023.0,49.52999999999997,48334.75,-45786.08
1023,2023-05-01,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,5.0,2023.0,339.44999999999993,1150.64,5291.45
1015,2023-03-05,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,3.0,2023.0,347.7000000000003,80406.59999999999,-73707.26
1043,,Bob,South,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob,,,177.32000000000016,6027.299999999999,-4316.57
1029,,Eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,,,115.65000000000009,64787.1,-59092.759999999995
1036,,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,,,408.7199999999998,100943.25,-93204.14
1013,,David,East,5039.07,20,Electronics,1533.36,1649.74,Returning,0.1,Bank Transfer,Online,East-David,,,116.38000000000011,30667.199999999997,-25628.129999999997
